Cell_ID,Temp_Group,t,V_mea,SOC_mea,V_10,I_m,R,I_flag,T_env,dT,SOC_true,OCV_GITT_true
YX01,10C,90,3.5553486347198486,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.08127593994140625,1.0,3.4714558124542236
YX01,10C,120,3.5461506843566895,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.052951812744140625,1.0,3.4714558124542236
YX01,10C,150,3.5378029346466064,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.0768890380859375,1.0,3.4714558124542236
YX01,10C,180,3.531169891357422,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.1186513900756836,1.0,3.4714558124542236
YX01,10C,210,3.524898052215576,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.12497425079345703,1.0,3.4714558124542236
YX01,10C,240,3.5193262100219727,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.13423728942871094,1.0,3.4714558124542236
YX01,10C,270,3.51422381401062,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.12691402435302734,1.0,3.4714558124542236
YX01,10C,300,3.5095407962799072,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.17185592651367188,1.0,3.4714558124542236
YX01,10C,330,3.505267858505249,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.17185592651367188,1.0,3.4714558124542236
YX01,10C,360,3.501540184020996,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.19773197174072266,1.0,3.4714558124542236
YX01,10C,390,3.4979989528656006,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.21141529083251953,1.0,3.4714558124542236
YX01,10C,420,3.4948177337646484,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.2282790854652177,1.0,3.4714558124542236
YX01,10C,450,3.4918336868286133,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.2343597412109375,1.0,3.4714558124542236
YX01,10C,480,3.4890387058258057,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.2775917053222656,1.0,3.4714558124542236
YX01,10C,510,3.486318349838257,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.23826026916503906,1.0,3.4714558124542236
YX01,10C,540,3.4837160110473633,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.30565357208251953,1.0,3.4714558124542236
YX01,10C,570,3.481531858444214,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.31273746490478516,1.0,3.4714558124542236
YX01,10C,600,3.479404926300049,1.0,3.59053635597229,1.9104845619519,-0.005823799915747627,1,13.308075904846191,-0.27295684814453125,1.0,3.4714558124542236
YX01,10C,30,3.1672377586364746,0.516508946281031,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.0015972277530433843,0.11519101454274802,2.9810394035785017
YX01,10C,60,3.170700788497925,0.523972900412701,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.05977517575109026,0.11519101454274802,2.9810394035785017
YX01,10C,90,3.172999382019043,0.5289271160260179,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.029954733551383228,0.11519101454274802,2.9810394035785017
YX01,10C,120,3.1746578216552734,0.5325015920976115,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.024553122223258228,0.11519101454274802,2.9810394035785017
YX01,10C,150,3.1762092113494873,0.5358453407747046,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.05029851406896135,0.11519101454274802,2.9810394035785017
YX01,10C,180,3.177323341369629,0.5382466528337265,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.005881132782340259,0.11519101454274802,2.9810394035785017
YX01,10C,210,3.1782753467559814,0.5402985336494069,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.08115655392491838,0.11519101454274802,2.9810394035785017
YX01,10C,240,3.179334878921509,0.5425821695985389,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.0818155428775551,0.11519101454274802,2.9810394035785017
YX01,10C,270,3.1802103519439697,0.544469098312583,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.11296636074864885,0.11519101454274802,2.9810394035785017
YX01,10C,300,3.180734395980835,0.545598583419737,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.1355398318179848,0.11519101454274802,2.9810394035785017
YX01,10C,330,3.1815128326416016,0.5472763672572518,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.10190659970128557,0.11519101454274802,2.9810394035785017
YX01,10C,360,3.182112455368042,0.5485687489881399,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.16763860195958635,0.11519101454274802,2.9810394035785017
YX01,10C,390,3.182807445526123,0.5500666785092289,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.12105161160314104,0.11519101454274802,2.9810394035785017
YX01,10C,420,3.183100938796997,0.5506992518335722,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.18925744503819963,0.11519101454274802,2.9810394035785017
YX01,10C,450,3.183729887008667,0.552054839509947,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.1816690585025551,0.11519101454274802,2.9810394035785017
YX01,10C,480,3.1842410564422607,0.5531565756654239,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.21405583828771135,0.11519101454274802,2.9810394035785017
YX01,10C,510,3.184587240219116,0.5539027141438531,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.19446832150304338,0.11519101454274802,2.9810394035785017
YX01,10C,540,3.1850767135620117,0.5549576881770591,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.18081647366368792,0.11519101454274802,2.9810394035785017
YX01,10C,570,3.1854028701782227,0.5556606616195462,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.21320302365239563,0.11519101454274802,2.9810394035785017
YX01,10C,600,3.1857664585113525,0.5564443125696872,3.163198471069336,-0.24577979422517737,-0.01643457949776773,1,14.322983918487191,0.2306955477603676,0.11519101454274802,2.9810394035785017
YX02,10C,30,3.5815091133117676,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.01572418212890625,1.0,3.4714558124542236
YX02,10C,60,3.5732462406158447,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.023752212524414062,1.0,3.4714558124542236
YX02,10C,90,3.5677146911621094,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.009018898010253906,1.0,3.4714558124542236
YX02,10C,120,3.563037872314453,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.007731437683105469,1.0,3.4714558124542236
YX02,10C,150,3.5596678256988525,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.008721351623535156,1.0,3.4714558124542236
YX02,10C,180,3.5569894313812256,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,-0.016582489013671875,1.0,3.4714558124542236
YX02,10C,210,3.554633617401123,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,-0.05916118621826172,1.0,3.4714558124542236
YX02,10C,240,3.5524990558624268,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,-0.004385948181152344,1.0,3.4714558124542236
YX02,10C,270,3.550837516784668,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.013255119323730469,1.0,3.4714558124542236
YX02,10C,300,3.5491862297058105,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.051339149475097656,1.0,3.4714558124542236
YX02,10C,330,3.5479142665863037,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.03730817479261184,1.0,3.4714558124542236
YX02,10C,360,3.5464529991149902,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,-0.0007772445678710938,1.0,3.4714558124542236
YX02,10C,390,3.5455150604248047,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,-0.03372892471440103,1.0,3.4714558124542236
YX02,10C,420,3.5441536903381348,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.008508682250976562,1.0,3.4714558124542236
YX02,10C,450,3.543180227279663,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.05270576477050781,1.0,3.4714558124542236
YX02,10C,480,3.542234420776367,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.08440610337254917,1.0,3.4714558124542236
YX02,10C,510,3.5414743423461914,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.030317306518554688,1.0,3.4714558124542236
YX02,10C,540,3.540393114089966,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.06202411651611328,1.0,3.4714558124542236
YX02,10C,570,3.539780616760254,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.03547191619873047,1.0,3.4714558124542236
YX02,10C,600,3.5388972759246826,1.0,3.5906283855438232,0.651654428772388,-0.013994030930220032,1,10.531261444091797,0.0037660598754882812,1.0,3.4714558124542236
YX02,10C,30,3.3123888969421387,0.8293567939225954,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-0.18697547912597656,0.9781400585574686,3.381419450885178
YX02,10C,60,3.3161842823028564,0.8375370821031155,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-0.3621397018432617,0.9781400585574686,3.381419450885178
YX02,10C,90,3.3182597160339355,0.8420103158873624,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-0.5864372253417969,0.9781400585574686,3.381419450885178
YX02,10C,120,3.3197381496429443,0.8451968205049518,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-0.7098309761587593,0.9781400585574686,3.381419450885178
YX02,10C,150,3.3206589221954346,0.8471813844193414,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-0.8122587203979492,0.9781400585574686,3.381419450885178
YX02,10C,180,3.3214943408966064,0.8489819830615013,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-0.9589872360229492,0.9781400585574686,3.381419450885178
YX02,10C,210,3.32204270362854,0.8501638828551564,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.080841064453125,0.9781400585574686,3.381419450885178
YX02,10C,240,3.3226006031036377,0.8513663374278316,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.2276554107666016,0.9781400585574686,3.381419450885178
YX02,10C,270,3.3229026794433594,0.852017410053293,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.3313884025147757,0.9781400585574686,3.381419450885178
YX02,10C,300,3.3234119415283203,0.8531150352529657,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.4119157791137695,0.9781400585574686,3.381419450885178
YX02,10C,330,3.3237061500549316,0.8537491501857355,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.5441398620605469,0.9781400585574686,3.381419450885178
YX02,10C,360,3.324082612991333,0.8545605500875535,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.592672348022461,0.9781400585574686,3.381419450885178
YX02,10C,390,3.3243603706359863,0.8551592080265137,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.6847524642944336,0.9781400585574686,3.381419450885178
YX02,10C,420,3.3245763778686523,0.8556247737713186,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.7987136840820312,0.9781400585574686,3.381419450885178
YX02,10C,450,3.3248045444488525,0.8561165468593743,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.825373649597168,0.9781400585574686,3.381419450885178
YX02,10C,480,3.3249869346618652,0.8565096570081335,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.9643678665161133,0.9781400585574686,3.381419450885178
YX02,10C,510,3.325115203857422,0.8567861187859537,3.307438850402832,-2.9729626803927953,-0.0016650214185173116,1,13.291625022888184,-1.9717216491699219,0.9781400585574686,3.381419450885178
